cell_id,time_step,gene_1_mRNA,gene_1_protein,gene_2_mRNA,gene_2_protein,replicate,clone_id
2947,19,0,20005,2,91829,1,2947
2947,20,0,19728,2,91469,1,2947
2947,21,0,19401,4,91207,1,2947
2947,22,0,19050,6,92953,1,2947
2947,23,0,18779,6,94968,1,2947
2947,24,0,18469,5,96494,1,2947
2947,25,0,18190,4,97493,1,2947
2947,26,0,17887,3,98442,1,2947
2947,27,0,17620,3,98541,1,2947
2947,28,0,17320,2,98309,1,2947
2947,29,0,17064,2,97820,1,2947
2947,30,0,16787,2,97563,1,2947
2947,31,0,16514,1,97273,1,2947
2947,32,0,16276,0,95856,1,2947
2947,33,0,16035,0,94354,1,2947
2947,34,0,15784,1,92993,1,2947
2947,35,1,15878,1,92130,1,2947
2947,36,0,16112,1,91292,1,2947
2947,37,0,15851,0,90219,1,2947
2947,38,0,15633,0,88874,1,2947
2947,39,0,15406,0,87515,1,2947
2947,40,0,15197,0,86173,1,2947
2947,41,0,14962,1,85228,1,2947
2947,42,0,14739,1,84535,1,2947
2947,43,0,14514,1,83824,1,2947
2947,44,0,14303,0,82883,1,2947
2947,45,0,14072,0,81628,1,2947
2947,46,0,13845,3,81679,1,2947
2947,47,0,13642,3,82038,1,2947
2947,48,0,13415,2,82167,1,2947
2948,0,0,8652,1,37918,1,2948
2948,1,0,8527,0,37561,1,2948
2948,2,0,8393,0,36965,1,2948
2948,3,0,8260,0,36382,1,2948
2948,4,0,8156,0,35832,1,2948
2948,5,0,8032,0,35283,1,2948
2948,6,0,7897,0,34760,1,2948
2948,7,0,7781,0,34226,1,2948
2948,8,0,7665,0,33701,1,2948
2948,9,0,7554,0,33180,1,2948
2948,10,0,7434,1,32673,1,2948
2948,11,0,7321,1,32727,1,2948
2948,12,1,7455,0,32254,1,2948
2948,13,1,7858,0,31755,1,2948
2948,14,1,8261,0,31264,1,2948
2948,15,1,8735,0,30762,1,2948
2948,16,0,9204,0,30322,1,2948
2948,17,0,9070,0,29845,1,2948
2948,18,0,8935,0,29381,1,2948
2948,19,0,8797,0,28922,1,2948
2948,20,0,8673,0,28447,1,2948
2948,21,0,8547,0,28002,1,2948
2948,22,0,8412,0,27551,1,2948
2948,23,0,8259,0,27109,1,2948
2948,24,0,8126,0,26678,1,2948
2948,25,1,8470,0,26294,1,2948
2948,26,0,8833,0,25895,1,2948
2948,27,0,8689,0,25500,1,2948
2948,28,0,8570,1,25605,1,2948
2948,29,0,8434,0,25639,1,2948
2948,30,0,8276,0,25260,1,2948
2948,31,0,8124,0,24864,1,2948
2948,32,0,8003,1,24896,1,2948
2948,33,0,7899,0,25087,1,2948
2948,34,0,7783,0,24701,1,2948
2948,35,0,7667,0,24317,1,2948
2948,36,0,7531,0,23949,1,2948
2948,37,0,7415,0,23603,1,2948
2948,38,0,7299,0,23243,1,2948
2948,39,0,7205,0,22914,1,2948
2948,40,0,7090,0,22558,1,2948
2948,41,0,6992,0,22232,1,2948
2948,42,0,6888,0,21935,1,2948
2948,43,0,6780,0,21601,1,2948
2948,44,2,7702,0,21289,1,2948
2948,45,7,10510,0,20991,1,2948
2948,46,4,13235,0,20683,1,2948
2948,47,2,14377,0,20356,1,2948
2948,48,2,15296,0,20062,1,2948
2949,0,2,28619,5,58320,1,2949
2949,1,1,28966,7,60339,1,2949
2949,2,1,29097,8,63779,1,2949
2949,3,1,29232,8,67323,1,2949
2949,4,0,29295,8,70766,1,2949
2949,5,0,28820,11,74974,1,2949
2949,6,0,28385,10,79503,1,2949
2949,7,0,27950,7,83338,1,2949
2949,8,0,27549,5,85455,1,2949
2949,9,0,27151,7,87512,1,2949
2949,10,0,26743,7,90096,1,2949
2949,11,0,26348,4,91698,1,2949
2949,12,0,25933,6,93183,1,2949
2949,13,0,25549,6,94774,1,2949
2949,14,0,25183,5,96523,1,2949
2949,15,0,24767,5,97651,1,2949
2949,16,0,24390,6,99167,1,2949
2949,17,0,24021,4,100734,1,2949
2949,18,0,23682,3,101275,1,2949
2949,19,0,23313,3,101408,1,2949
2949,20,0,22943,4,101793,1,2949
2949,21,0,22580,4,102573,1,2949
2949,22,0,22231,4,103138,1,2949
2949,23,0,21915,5,104187,1,2949
2949,24,0,21572,5,105373,1,2949
2949,25,0,21228,3,106235,1,2949
2949,26,0,20882,3,106318,1,2949
2949,27,0,20561,2,105969,1,2949
2949,28,0,20285,2,105449,1,2949
2949,29,0,19970,3,105364,1,2949
2949,30,0,19647,3,105449,1,2949
2949,31,0,19369,2,105213,1,2949
2949,32,0,19074,2,105134,1,2949
2949,33,0,18787,2,104738,1,2949
2949,34,0,18513,2,104469,1,2949
2949,35,0,18231,1,103660,1,2949
2949,36,0,17950,1,102663,1,2949
2949,37,1,18078,2,101773,1,2949
2949,38,1,18376,2,101310,1,2949
2949,39,0,18444,2,100935,1,2949
2949,40,0,18138,1,99963,1,2949
2949,41,0,17875,1,98956,1,2949
2949,42,0,17613,1,97934,1,2949
2949,43,0,17334,1,97139,1,2949
2949,44,0,17048,1,96268,1,2949
2949,45,0,16813,0,95213,1,2949
2949,46,0,16542,0,93800,1,2949
2949,47,0,16305,0,92437,1,2949
2949,48,0,16067,0,91118,1,2949
2950,0,2,28674,5,92936,1,2950
2950,1,2,29355,5,94221,1,2950
2950,2,2,29933,6,95734,1,2950
2950,3,2,30124,9,98406,1,2950
2950,4,1,30221,7,101522,1,2950
2950,5,2,30493,6,103793,1,2950
2950,6,2,31172,6,105414,1,2950
2950,7,2,31786,6,106967,1,2950
2950,8,2,32394,6,108672,1,2950
2950,9,1,32594,6,110326,1,2950
2950,10,1,32679,7,111469,1,2950
2950,11,1,32695,8,114096,1,2950
2950,12,1,32710,8,116404,1,2950
2950,13,1,32765,7,118523,1,2950
2950,14,1,32788,8,120994,1,2950
2950,15,1,32824,8,123162,1,2950
2950,16,1,32900,8,125692,1,2950
2950,17,1,33013,7,127788,1,2950
2950,18,3,33280,6,129387,1,2950
2950,19,2,34185,5,130316,1,2950
2950,20,1,34305,6,131915,1,2950
2950,21,2,34403,8,133562,1,2950
2950,22,2,35013,6,135769,1,2950
2950,23,2,35609,5,136920,1,2950
2950,24,2,36121,6,138131,1,2950
2950,25,1,36549,5,139173,1,2950
2950,26,1,36569,5,139844,1,2950
2950,27,1,36581,4,140502,1,2950
2950,28,1,36591,4,140844,1,2950
2950,29,1,36516,4,140904,1,2950
2950,30,1,36493,3,140810,1,2950
2950,31,1,36506,3,140370,1,2950
2950,32,2,36888,3,140004,1,2950
2950,33,3,37559,5,139692,1,2950
2950,34,3,38726,3,139471,1,2950
2950,35,3,39875,4,139288,1,2950
2950,36,0,39442,5,139393,1,2950
2950,37,0,38824,6,140553,1,2950
2950,38,0,38232,8,142498,1,2950
2950,39,0,37596,7,144293,1,2950
2950,40,0,37022,6,145550,1,2950
2950,41,0,36468,6,146348,1,2950
2950,42,1,36079,5,147207,1,2950
2950,43,1,36080,4,147300,1,2950
2950,44,1,36141,4,147451,1,2950
2950,45,1,36522,5,148177,1,2950
2950,46,1,36493,4,148238,1,2950
2950,47,2,36640,4,148194,1,2950
2950,48,2,37199,3,147849,1,2950
2951,0,2,29641,3,60345,1,2951
2951,1,2,30336,2,60641,1,2951
2951,2,0,30269,1,60429,1,2951
2951,3,0,29822,2,60304,1,2951
2951,4,1,29879,2,60458,1,2951
2951,5,2,30072,1,60492,1,2951
2951,6,1,30311,1,60127,1,2951
2951,7,1,30351,2,60078,1,2951
2951,8,1,30380,3,60542,1,2951
2951,9,1,30428,3,61283,1,2951
2951,10,1,30507,4,62482,1,2951
2951,11,1,30645,3,63527,1,2951
2951,12,1,30726,7,65635,1,2951
2951,13,1,31113,7,68427,1,2951
2951,14,0,30787,8,71417,1,2951
2951,15,0,30348,8,75030,1,2951
2951,16,0,29890,7,77721,1,2951
2951,17,0,29453,8,80634,1,2951
2951,18,0,29013,3,82377,1,2951
2951,19,0,28601,3,82726,1,2951
2951,20,0,28170,4,83123,1,2951
2951,21,0,27760,7,84629,1,2951
2951,22,0,27290,6,87015,1,2951
2951,23,0,26866,8,89189,1,2951
2951,24,0,26451,8,92233,1,2951
2951,25,0,26088,7,94957,1,2951
2951,26,0,25682,6,96983,1,2951
2951,27,0,25282,5,98917,1,2951
2951,28,0,24893,4,100046,1,2951
2951,29,0,24506,4,100973,1,2951
2951,30,0,24102,5,101919,1,2951
2951,31,0,23741,5,103113,1,2951
2951,32,0,23378,5,104423,1,2951
2951,33,0,23027,6,105924,1,2951
2951,34,0,22702,6,107693,1,2951
2951,35,0,22342,7,109549,1,2951
2951,36,0,21983,6,112195,1,2951
2951,37,0,21682,5,113806,1,2951
2951,38,2,21756,4,114825,1,2951
2951,39,2,22495,3,114851,1,2951
2951,40,2,23330,5,115221,1,2951
2951,41,1,23896,5,116230,1,2951
2951,42,1,24124,7,117920,1,2951
2951,43,2,24470,9,120407,1,2951
2951,44,2,25210,7,123144,1,2951
2951,45,2,25947,7,125194,1,2951
2951,46,2,26664,7,127205,1,2951
2951,47,2,27371,7,129097,1,2951
2951,48,3,28371,7,131237,1,2951
2952,0,0,12893,1,40935,1,2952
2952,1,0,12695,1,40837,1,2952
2952,2,0,12484,1,40761,1,2952
2952,3,0,12308,1,40704,1,2952
2952,4,0,12107,1,40643,1,2952
2952,5,2,12134,0,40241,1,2952
2952,6,1,12787,0,39681,1,2952
2952,7,1,13088,0,39081,1,2952
2952,8,0,13159,0,38466,1,2952
2952,9,0,12962,0,37888,1,2952
2952,10,0,12781,0,37312,1,2952
2952,11,0,12583,0,36765,1,2952
2952,12,0,12379,0,36207,1,2952
2952,13,0,12190,0,35692,1,2952
2952,14,0,11995,0,35150,1,2952
2952,15,0,11812,0,34586,1,2952
2952,16,0,11623,0,34079,1,2952
2952,17,0,11431,1,33771,1,2952
2952,18,0,11249,0,33778,1,2952
2952,19,0,11088,0,33271,1,2952
2952,20,0,10898,0,32779,1,2952
2952,21,0,10738,0,32284,1,2952
2952,22,0,10574,0,31775,1,2952
2952,23,0,10405,0,31302,1,2952
2952,24,1,10302,1,31034,1,2952
2952,25,1,10756,1,31069,1,2952
2952,26,1,11159,1,31125,1,2952
2952,27,1,11544,2,31379,1,2952
2952,28,1,11915,3,31758,1,2952
2952,29,1,12327,3,32934,1,2952
2952,30,1,12671,2,33784,1,2952
2952,31,1,13018,1,34189,1,2952
2952,32,1,13404,1,34227,1,2952
2952,33,1,13719,1,33842,1,2952
2952,34,0,14038,1,33865,1,2952
2952,35,0,13811,1,33915,1,2952
2952,36,0,13609,2,34212,1,2952
2952,37,0,13397,2,34763,1,2952
2952,38,0,13196,3,35414,1,2952
2952,39,0,13001,1,36077,1,2952
2952,40,0,12791,2,36190,1,2952
2952,41,0,12561,2,36743,1,2952
2952,42,0,12343,2,37319,1,2952
2952,43,0,12161,2,37756,1,2952
2952,44,0,11979,2,38277,1,2952
2952,45,0,11779,2,38803,1,2952
2952,46,0,11591,2,39309,1,2952
2952,47,0,11422,2,39825,1,2952
2952,48,0,11251,3,40566,1,2952
2953,0,1,40252,3,58130,1,2953
2953,1,1,40204,4,59234,1,2953
2953,2,0,39848,4,60850,1,2953
2953,3,0,39241,3,62084,1,2953
2953,4,0,38624,3,62857,1,2953
2953,5,0,38041,2,63460,1,2953
2953,6,0,37469,2,63752,1,2953
2953,7,0,36924,0,63789,1,2953
2953,8,0,36406,0,62839,1,2953
2953,9,0,35864,0,61875,1,2953
2953,10,0,35346,1,60944,1,2953
2953,11,0,34781,1,60599,1,2953
2953,12,0,34256,1,60196,1,2953
2953,13,0,33720,0,59527,1,2953
2953,14,0,33213,0,58639,1,2953
2953,15,0,32728,0,57724,1,2953
2953,16,0,32220,0,56841,1,2953
2953,17,0,31727,1,56328,1,2953
2953,18,0,31234,3,56463,1,2953
2953,19,1,31167,3,57282,1,2953
2953,20,1,31248,2,57575,1,2953
2953,21,1,31332,0,57021,1,2953
2953,22,1,31349,0,56157,1,2953
2953,23,1,31415,0,55309,1,2953
2953,24,1,31477,0,54436,1,2953
2953,25,1,31608,0,53600,1,2953
2953,26,1,31713,0,52818,1,2953
2953,27,1,31786,1,52276,1,2953
2953,28,2,32280,3,52798,1,2953
2953,29,2,32906,3,53626,1,2953
2953,30,1,33348,3,54503,1,2953
2953,31,1,33428,3,54802,1,2953
2953,32,1,33530,2,55473,1,2953
2953,33,1,33664,2,55683,1,2953
2953,34,1,33713,2,55941,1,2953
2953,35,1,33768,3,56625,1,2953
2953,36,0,33279,2,56883,1,2953
2953,37,1,32914,1,56761,1,2953
2953,38,1,32915,1,56191,1,2953
2953,39,1,32987,1,55938,1,2953
2953,40,1,32971,1,55591,1,2953
2953,41,1,33060,1,55207,1,2953
2953,42,2,33642,1,54943,1,2953
2953,43,2,34221,1,54630,1,2953
2953,44,2,35178,3,54874,1,2953
2953,45,2,35698,4,55782,1,2953
2953,46,2,36288,3,56648,1,2953
2953,47,2,36885,2,57337,1,2953
2953,48,2,37505,2,57503,1,2953
2954,0,0,6457,0,25478,1,2954
2954,1,0,6359,0,25106,1,2954
2954,2,0,6256,0,24740,1,2954
2954,3,0,6165,1,24415,1,2954
2954,4,0,6067,2,24785,1,2954
2954,5,1,6335,2,25561,1,2954
2954,6,1,6723,2,26309,1,2954
2954,7,1,7149,2,27096,1,2954
2954,8,1,7565,2,27927,1,2954
2954,9,1,8005,2,28594,1,2954
2954,10,1,8397,2,29265,1,2954
2954,11,1,8828,1,29626,1,2954
2954,12,1,9251,2,30144,1,2954
2954,13,1,9684,2,30841,1,2954
2954,14,1,10076,2,31448,1,2954
2954,15,1,10456,2,32132,1,2954
2954,16,3,11674,1,32654,1,2954
2954,17,1,12870,3,33440,1,2954
2954,18,0,12822,2,34206,1,2954
2954,19,1,12969,1,34469,1,2954
2954,20,1,13333,1,34464,1,2954
2954,21,3,14091,0,34042,1,2954
2954,22,3,15535,0,33522,1,2954
2954,23,3,16968,1,33105,1,2954
2954,24,2,17915,1,33161,1,2954
2954,25,2,18906,1,33283,1,2954
2954,26,1,19361,2,33425,1,2954
2954,27,2,19870,4,34236,1,2954
2954,28,2,20649,3,35462,1,2954
2954,29,1,21036,2,36277,1,2954
2954,30,0,21040,2,36799,1,2954
2954,31,0,20700,3,37804,1,2954
2954,32,0,20379,3,38914,1,2954
2954,33,3,20633,2,39517,1,2954
2954,34,2,21588,4,40813,1,2954
2954,35,0,21840,5,42978,1,2954
2954,36,0,21479,6,45673,1,2954
2954,37,0,21144,5,47753,1,2954
2954,38,0,20862,4,49539,1,2954
2954,39,0,20521,5,51355,1,2954
2954,40,0,20194,5,53334,1,2954
2954,41,0,19901,3,54695,1,2954
2954,42,1,19768,1,54991,1,2954
2954,43,1,20036,1,54743,1,2954
2954,44,0,20200,0,54298,1,2954
2954,45,0,19899,0,53462,1,2954
2954,46,1,19950,0,52679,1,2954
2954,47,1,20211,0,51869,1,2954
2954,48,3,20532,1,51075,1,2954
2955,0,0,17720,2,47806,1,2955
2955,1,1,17702,1,47977,1,2955
2955,2,1,17965,3,48543,1,2955
2955,3,1,18237,3,49547,1,2955
2955,4,1,18538,3,50265,1,2955
2955,5,1,18828,3,51112,1,2955
2955,6,1,19061,4,52593,1,2955
2955,7,1,19281,5,54599,1,2955
2955,8,1,19567,5,56570,1,2955
2955,9,1,19633,5,58531,1,2955
2955,10,2,20033,4,60258,1,2955
2955,11,2,20878,4,61349,1,2955
2955,12,3,22196,3,62212,1,2955
2955,13,2,23468,3,62951,1,2955
2955,14,2,24228,4,64083,1,2955
2955,15,2,25009,3,65283,1,2955
2955,16,2,25700,2,65708,1,2955
2955,17,2,26435,2,65971,1,2955
2955,18,2,27358,1,65859,1,2955
2955,19,2,28049,2,65425,1,2955
2955,20,1,28412,2,65527,1,2955
2955,21,1,28524,2,65714,1,2955
2955,22,1,28679,3,65872,1,2955
2955,23,1,28830,3,66448,1,2955
2955,24,1,28924,3,67049,1,2955
2955,25,1,29037,4,67803,1,2955
2955,26,1,29095,5,69041,1,2955
2955,27,2,29506,7,70996,1,2955
2955,28,2,30113,7,73758,1,2955
2955,29,3,31124,6,76025,1,2955
2955,30,2,32072,7,78095,1,2955
2955,31,2,32771,4,79969,1,2955
2955,32,2,33374,4,81022,1,2955
2955,33,1,33482,6,81934,1,2955
2955,34,1,33510,6,83980,1,2955
2955,35,1,33490,6,86023,1,2955
2955,36,0,33364,6,88056,1,2955
2955,37,0,32886,4,89774,1,2955
2955,38,0,32373,3,90415,1,2955
2955,39,0,31915,3,90594,1,2955
2955,40,0,31405,4,90955,1,2955
2955,41,0,30936,7,92691,1,2955
2955,42,0,30456,9,96347,1,2955
2955,43,0,29971,9,100000,1,2955
2955,44,0,29503,7,102730,1,2955
2955,45,0,29054,6,104611,1,2955
2955,46,1,28625,6,105999,1,2955
2955,47,2,29345,5,107260,1,2955
2955,48,2,30066,4,107947,1,2955
2956,0,0,25305,2,58209,1,2956
2956,1,1,24959,3,58689,1,2956
2956,2,1,25145,3,59505,1,2956
2956,3,0,24941,3,60385,1,2956
2956,4,0,24561,4,61392,1,2956
2956,5,2,24382,2,62301,1,2956
2956,6,2,25092,4,63193,1,2956
2956,7,2,25902,5,64943,1,2956
2956,8,2,26659,5,66687,1,2956
2956,9,1,26971,6,68488,1,2956
2956,10,1,27127,6,70716,1,2956
2956,11,1,27320,5,72678,1,2956
2956,12,1,27456,7,74533,1,2956
2956,13,0,27410,5,76509,1,2956
2956,14,2,27569,4,77520,1,2956
2956,15,2,28228,4,78526,1,2956
2956,16,2,28850,3,79410,1,2956
2956,17,2,29460,3,80425,1,2956
2956,18,1,30104,3,80878,1,2956
2956,19,1,30216,2,81224,1,2956
2956,20,2,30352,5,81660,1,2956
2956,21,2,30953,6,83386,1,2956
2956,22,2,31591,6,86578,1,2956
2956,23,2,32160,5,88359,1,2956
2956,24,1,32561,2,88792,1,2956
2956,25,1,32631,2,88553,1,2956
2956,26,1,32664,1,87834,1,2956
2956,27,1,32737,1,87078,1,2956
2956,28,1,32808,1,86285,1,2956
2956,29,1,32887,2,85735,1,2956
2956,30,1,32885,3,85619,1,2956
2956,31,1,32890,6,86798,1,2956
2956,32,1,32996,8,89195,1,2956
2956,33,1,33006,6,92053,1,2956
2956,34,0,32976,6,93804,1,2956
2956,35,0,32497,7,95802,1,2956
2956,36,0,31997,8,98266,1,2956
2956,37,0,31482,7,101200,1,2956
2956,38,0,31038,7,103476,1,2956
2956,39,0,30583,7,105224,1,2956
2956,40,0,30139,5,107065,1,2956
2956,41,0,29698,2,107339,1,2956
2956,42,0,29259,2,106799,1,2956
2956,43,0,28784,2,106143,1,2956
2956,44,0,28303,2,105619,1,2956
2956,45,0,27857,1,104966,1,2956
2956,46,0,27397,6,105442,1,2956
2956,47,0,26961,6,107247,1,2956
2956,48,0,26567,8,109271,1,2956
2957,0,0,16310,1,39775,1,2957
2957,1,0,16063,1,39782,1,2957
2957,2,1,16187,1,39820,1,2957
2957,3,1,16499,1,39778,1,2957
2957,4,1,16821,2,39943,1,2957
2957,5,1,16970,0,39838,1,2957
2957,6,1,17256,0,39262,1,2957
2957,7,1,17538,0,38653,1,2957
2957,8,1,17859,0,38056,1,2957
2957,9,0,17773,0,37474,1,2957
2957,10,0,17492,0,36893,1,2957
2957,11,0,17204,0,36341,1,2957
2957,12,0,16922,0,35781,1,2957
2957,13,0,16676,1,35276,1,2957
2957,14,0,16409,5,36509,1,2957
2957,15,0,16167,5,38780,1,2957
2957,16,0,15928,4,40760,1,2957
2957,17,0,15700,5,42688,1,2957
2957,18,0,15473,5,44874,1,2957
2957,19,0,15234,4,46786,1,2957
2957,20,0,14967,4,48506,1,2957
2957,21,0,14750,4,49962,1,2957
2957,22,0,14565,2,50851,1,2957
2957,23,0,14318,2,51159,1,2957
2957,24,0,14110,2,51457,1,2957
2957,25,0,13878,1,51762,1,2957
2957,26,0,13665,1,51450,1,2957
2957,27,0,13459,0,51095,1,2957
2957,28,0,13240,0,50320,1,2957
2957,29,0,13037,2,50451,1,2957
2957,30,0,12849,1,50441,1,2957
2957,31,0,12625,1,50208,1,2957
2957,32,0,12434,1,49966,1,2957
2957,33,0,12239,1,49766,1,2957
2957,34,0,12046,1,49543,1,2957
2957,35,0,11858,1,49306,1,2957
2957,36,0,11676,1,49101,1,2957
2957,37,1,11998,0,48821,1,2957
2957,38,1,12386,0,48048,1,2957
2957,39,1,12743,0,47347,1,2957
2957,40,0,12958,0,46692,1,2957
2957,41,0,12749,0,45980,1,2957
2957,42,0,12554,0,45267,1,2957
2957,43,0,12385,0,44569,1,2957
2957,44,0,12181,0,43915,1,2957
2957,45,0,12004,0,43243,1,2957
2957,46,0,11804,0,42619,1,2957
2957,47,0,11608,0,41973,1,2957
2957,48,0,11426,2,41767,1,2957
2958,0,2,32731,3,36177,1,2958
2958,1,2,33124,3,37665,1,2958
2958,2,1,33487,4,38727,1,2958
2958,3,1,33522,6,40349,1,2958
2958,4,1,33533,6,43040,1,2958
2958,5,1,33610,4,44822,1,2958
2958,6,2,34235,4,46525,1,2958
2958,7,2,34770,3,47605,1,2958
2958,8,2,35356,4,49163,1,2958
2958,9,2,35883,4,50896,1,2958
2958,10,2,36467,3,51817,1,2958
2958,11,2,36985,3,52736,1,2958
2958,12,2,37504,3,53530,1,2958
2958,13,2,38061,1,53854,1,2958
2958,14,4,39554,3,54120,1,2958
2958,15,3,40751,3,55006,1,2958
2958,16,3,41778,4,56080,1,2958
2958,17,2,42499,3,57141,1,2958
2958,18,2,42984,2,57593,1,2958
2958,19,1,43362,3,58174,1,2958
2958,20,1,43244,3,58848,1,2958
2958,21,1,43135,2,59445,1,2958
2958,22,1,43039,0,59047,1,2958
2958,23,1,42951,2,59021,1,2958
2958,24,0,42759,3,59514,1,2958
2958,25,0,42085,4,60406,1,2958
2958,26,2,41653,5,61967,1,2958
2958,27,2,42155,4,63684,1,2958
2958,28,2,42632,4,64928,1,2958
2958,29,2,43056,4,66118,1,2958
2958,30,1,43404,3,66859,1,2958
2958,31,2,43323,4,68030,1,2958
2958,32,2,43773,7,70764,1,2958
2958,33,2,44241,6,73219,1,2958
2958,34,2,44692,6,75632,1,2958
2958,35,2,45061,6,77681,1,2958
2958,36,1,44994,6,79776,1,2958
2958,37,1,45361,5,81630,1,2958
2958,38,1,45213,5,83240,1,2958
2958,39,1,45083,5,84720,1,2958
2958,40,2,45341,4,85648,1,2958
2958,41,1,45701,4,86612,1,2958
2958,42,3,45673,6,87927,1,2958
2958,43,3,46764,6,90097,1,2958
2958,44,2,47367,6,91986,1,2958
2958,45,1,47585,6,94234,1,2958
2958,46,1,47373,6,96221,1,2958
2958,47,0,46717,6,98055,1,2958
2958,48,0,46012,5,99370,1,2958
2959,0,3,48474,6,87234,1,2959
2959,1,2,49080,8,89405,1,2959
2959,2,1,49345,7,92268,1,2959
2959,3,1,49110,7,94702,1,2959
2959,4,1,48917,7,97192,1,2959
2959,5,1,48749,7,99618,1,2959
2959,6,1,48534,8,102165,1,2959
2959,7,1,48392,7,104921,1,2959
2959,8,1,48254,8,107705,1,2959
2959,9,1,48052,8,111166,1,2959
2959,10,1,47850,4,113232,1,2959
2959,11,1,47606,3,113685,1,2959
2959,12,1,47421,3,113600,1,2959
2959,13,1,47228,3,113537,1,2959
2959,14,0,46988,4,114009,1,2959
2959,15,0,46271,5,114890,1,2959
2959,16,0,45545,5,115968,1,2959
2959,17,0,44856,5,116901,1,2959
2959,18,0,44161,4,117402,1,2959
2959,19,0,43463,4,117866,1,2959
2959,20,0,42794,4,118304,1,2959
2959,21,1,42517,4,118494,1,2959
2959,22,1,42404,4,118678,1,2959
2959,23,1,42245,5,119305,1,2959
2959,24,1,42153,4,119854,1,2959
2959,25,1,42049,3,119723,1,2959
2959,26,1,42025,3,119571,1,2959
2959,27,1,41974,3,119558,1,2959
2959,28,1,41921,3,119479,1,2959
2959,29,1,41878,2,119136,1,2959
2959,30,1,41802,2,118456,1,2959
2959,31,1,41688,0,117513,1,2959
2959,32,1,41579,1,116020,1,2959
2959,33,0,41068,1,114833,1,2959
2959,34,0,40419,1,113815,1,2959
2959,35,0,39833,1,112681,1,2959
2959,36,0,39239,1,111480,1,2959
2959,37,0,38642,3,110846,1,2959
2959,38,0,38042,4,111094,1,2959
2959,39,0,37479,4,111555,1,2959
2959,40,0,36943,4,112383,1,2959
2959,41,0,36415,4,112880,1,2959
2959,42,0,35844,3,112971,1,2959
2959,43,0,35325,1,112075,1,2959
2959,44,0,34797,1,110917,1,2959
2959,45,0,34302,2,110323,1,2959
2959,46,0,33779,2,109735,1,2959
2959,47,0,33264,2,109127,1,2959
2959,48,0,32747,3,108915,1,2959
2960,0,0,23126,1,78927,1,2960
2960,1,0,22791,1,78253,1,2960
2960,2,0,22464,1,77645,1,2960
2960,3,0,22124,2,77085,1,2960
2960,4,0,21795,2,76472,1,2960
2960,5,0,21481,1,75786,1,2960
2960,6,0,21143,2,75493,1,2960
2960,7,0,20810,2,75456,1,2960
2960,8,0,20476,2,75344,1,2960
2960,9,0,20169,1,74840,1,2960
2960,10,0,19876,3,74602,1,2960
2960,11,0,19597,3,75384,1,2960
2960,12,0,19285,6,76431,1,2960
2960,13,0,18986,6,78529,1,2960
2960,14,0,18703,5,80261,1,2960
2960,15,0,18418,5,81967,1,2960
2960,16,0,18123,5,83552,1,2960
2960,17,2,18860,4,84976,1,2960
2960,18,2,19640,2,84910,1,2960
2960,19,2,20448,1,84620,1,2960
2960,20,1,20713,1,83852,1,2960
2960,21,1,20970,1,83358,1,2960
2960,22,1,21183,1,82656,1,2960
2960,23,1,21433,1,81971,1,2960
2960,24,1,21650,2,81666,1,2960
2960,25,1,21816,3,81972,1,2960
2960,26,1,22023,2,82363,1,2960
2960,27,1,22250,2,82184,1,2960
2960,28,1,22476,2,82056,1,2960
2960,29,2,22955,2,81805,1,2960
2960,30,1,23225,1,81560,1,2960
2960,31,1,23386,0,80556,1,2960
2960,32,1,23607,0,79295,1,2960
2960,33,2,23956,0,78066,1,2960
2960,34,2,24755,0,76891,1,2960
2960,35,2,25449,0,75726,1,2960
2960,36,2,26286,0,74565,1,2960
2960,37,2,26977,0,73465,1,2960
2960,38,1,27224,0,72323,1,2960
2960,39,1,27350,1,71554,1,2960
2960,40,1,27419,1,71013,1,2960
2960,41,1,27557,1,70515,1,2960
2960,42,1,27658,2,70045,1,2960
2960,43,0,27372,2,70047,1,2960
2960,44,0,26987,3,70111,1,2960
2960,45,0,26558,3,70447,1,2960
2960,46,0,26187,2,70723,1,2960
2960,47,0,25793,2,70716,1,2960
2960,48,0,25391,3,70779,1,2960
2961,0,0,19249,1,22322,1,2961
2961,1,1,19491,1,22523,1,2961
2961,2,0,19667,1,22767,1,2961
2961,3,0,19369,3,23555,1,2961
2961,4,0,19098,4,25120,1,2961
2961,5,0,18802,4,26973,1,2961
2961,6,0,18502,4,28828,1,2961
2961,7,0,18208,4,30525,1,2961
2961,8,0,17921,3,31849,1,2961
2961,9,0,17654,2,32749,1,2961
2961,10,0,17390,1,33107,1,2961
2961,11,0,17120,1,33090,1,2961
2961,12,0,16857,1,33130,1,2961
2961,13,0,16599,2,33395,1,2961
2961,14,0,16335,2,33709,1,2961
2961,15,0,16081,3,34498,1,2961
2961,16,0,15842,3,35619,1,2961
2961,17,0,15575,3,36979,1,2961
2961,18,0,15309,2,38075,1,2961
2961,19,1,15556,2,38633,1,2961
2961,20,0,15578,1,38828,1,2961
2961,21,0,15350,1,38776,1,2961
2961,22,0,15121,1,38712,1,2961
2961,23,0,14891,1,38658,1,2961
2961,24,0,14668,1,38637,1,2961
2961,25,0,14452,0,38006,1,2961
2961,26,0,14239,1,37732,1,2961
2961,27,0,14006,2,37774,1,2961
2961,28,0,13800,3,38536,1,2961
2961,29,1,13794,3,39877,1,2961
